pubchem,rt
53040484,1224.3
53040486,1295.7
53040488,977.0
53040497,654.8
53040500,1092.8
53040503,1115.4
53040504,1091.5
53040505,1136.2
53040506,1122.8
53040522,933.2
53040533,1126.6
53040535,1163.1
53040537,1300.6
53040539,810.1
53040543,1021.2
53040544,1167.7
53040549,1134.5
53040555,1058.1
53040556,1104.9
53040557,1281.1
53040565,1243.3
53040566,1116.4
53040573,1028.2
53040575,739.0
53040580,579.6
53040581,592.2
53040584,1004.3
53040596,777.5
53040603,650.1
53040605,613.7
53040606,609.9
53040607,562.4
53040614,705.5
53040617,646.4
53040618,670.3
53040624,1009.8
53040625,654.8
53040628,838.0
53040632,1032.9
53040637,615.5
53040642,795.0
53040643,885.8
53040646,1261.1
53040648,1195.9
53040649,766.9
53040651,1128.0
53040659,683.4
53040667,663.5
53040677,1072.3
53040693,1013.7
53040694,950.0
53040699,589.9
53040706,578.4
53040709,584.5
53040712,578.7
53040716,585.7
53040717,619.2
53040726,614.1
53040731,629.9
53040733,650.1
53040735,610.8
53040741,637.4
53040742,577.7
53040743,613.1
53040746,608.9
53040748,599.0
53040752,636.8
53040754,589.9
53040756,556.5
53040757,874.1
53040759,985.5
53040763,987.7
53040766,874.8
53040772,1029.9
53040773,1025.2
53040774,886.4
53040775,829.2
53040777,883.0
53040778,817.9
53040779,1142.6
53040781,1140.2
53040782,573.3
53040784,1147.8
53040785,1035.8
53040786,1058.1
53040787,1013.9
53040788,995.4
53040789,985.0
53040790,916.6
53040791,1090.9
53040794,1147.8
53040795,1055.8
53040796,997.4
53040800,1087.7
53040802,1146.8
53040803,1211.9
53040805,814.4
53040810,1189.6
53040811,1144.5
53040813,1081.6
53040814,1002.9
53040815,997.9
53040816,965.4
53040817,909.2
53040818,1091.8
53040822,1175.2
53040823,1144.5
53040824,1149.6
53040825,984.9
53040826,938.6
53040829,1146.8
53040830,1142.6
53040831,969.8
53040834,959.5
53040835,1236.6
53040836,1171.7
53040839,1256.6
53040840,1242.2
53040842,1131.9
53040844,1092.6
53040845,1160.0
53040846,1072.3
53040847,1039.9
53040848,1181.4
53040849,1169.8
53040854,1091.2
53040857,915.1
53040858,1203.3
53040860,1250.9
53040862,1312.2
53040865,1184.2
53040867,1272.0
53040868,1135.7
53040869,1227.9
53040870,1062.3
53040871,1140.8
53040872,1027.6
53040873,1184.2
53040875,1234.8
53040877,1214.1
53040878,1158.1
53040881,1269.9
53040882,1248.9
53040883,1250.9
53040884,1027.6
53040886,1309.7
53040890,1236.6
53040891,1256.6
53040892,1246.1
53040897,767.1
53040898,1077.7
53040900,1105.8
53040903,1315.7
53040904,1309.7
53040905,1236.6
53040906,657.1
53040908,1246.1
53040911,1143.5
53040912,1244.5
53040913,721.0
53040914,1376.3
53040919,767.7
53040922,865.2
53040926,1146.1
53040928,1201.8
53040929,1144.1
53040930,1360.7
53040933,1447.3
53040935,1171.3
53040936,1229.3
53040938,1106.7
53040939,1105.4
53040942,1237.4
53040944,1249.4
53040948,1107.6
53040950,1209.5
53040954,1030.9
53040957,1140.4
53040961,1005.9
53040963,1151.2
53040964,942.5
53040966,974.2
53040968,1191.0
53040969,846.3
53040970,957.0
53040971,1092.6
53040974,1160.0
53040977,994.1
53040979,927.5
53040983,1021.6
53040984,976.0
53040985,846.8
53040986,1136.7
53040988,1092.6
53040989,1164.8
53040991,986.1
53040993,1039.9
53040995,890.1
53040996,1047.3
53040999,1079.4
53041001,1014.9
53041002,900.9
53041008,1039.9
53041023,641.7
53041026,692.1
53041028,713.5
53041029,653.3
53041032,629.4
53041034,613.6
53041035,676.3
53041036,689.9
53041037,797.3
53041039,596.4
53041040,643.0
53041041,637.6
53041042,633.9
53041044,639.3
53041046,624.3
53041047,633.5
53041048,683.6
53041049,631.2
53041051,552.6
53041052,672.8
53041053,656.7
53041054,679.9
53041060,576.2
53041061,582.3
53041063,600.8
53041067,615.8
53041068,633.0
53041069,564.1
53041070,753.7
53041074,858.7
53041076,844.3
53041077,776.6
53041078,741.2
53041080,823.7
53041081,775.6
53041083,799.6
53041084,835.2
53041085,733.7
53041086,917.4
53041087,695.7
53041089,783.1
53041091,741.7
53041097,737.1
53041099,601.7
53041106,705.3
53041108,731.9
53041111,712.4
53041112,766.2
53041117,698.4
53041118,780.0
53041119,743.2
53041120,794.6
53041121,772.7
53041122,696.1
53041128,698.3
53041132,741.4
53041136,776.6
53041138,741.2
53041141,631.0
53041142,625.4
53041146,757.2
53041148,702.0
53041149,569.3
53041151,737.1
53041152,705.3
53041153,763.4
53041154,742.4
53041155,704.0
53041156,656.1
53041160,698.3
53041168,777.5
53041169,762.8
53041172,683.6
53041176,711.7
53041177,748.6
53041178,636.8
53041181,611.4
53041186,722.4
53041187,921.7
53041189,643.2
53041190,601.4
53041193,796.6
53041194,815.8
53041195,806.8
53041196,764.0
53041197,835.4
53041198,780.5
53041199,782.8
53041202,624.3
53041203,641.0
53041205,649.5
53041207,812.4
53041212,869.0
53041239,553.0
53041249,698.2
53041256,548.5
53041407,739.2
53041445,995.0
53041836,940.9
53041948,970.0
53041987,1108.5
53041993,998.7
53042575,699.5
53042712,777.1
53042816,1225.6
53042831,1113.5
53042880,1238.9
53042891,985.2
53042896,926.3
53042905,943.4
53042913,707.0
53042916,698.0
53042917,1023.6
53042918,963.3
53042919,971.4
53042920,617.8
53042921,768.0
53042922,883.0
53042923,871.4
53042924,897.5
53042925,796.9
53042926,1001.4
53042927,985.5
53042928,895.0
53042929,926.4
53042930,938.0
53042931,878.9
53042932,825.8
53042933,919.6
53042934,902.1
53042935,925.4
53042936,916.4
53042937,595.3
53042938,830.6
53042939,702.0
53042940,917.1
53042942,832.3
53042943,759.6
53042945,1047.8
53042947,953.3
53042949,931.3
53042951,722.8
53042953,868.3
53042954,1064.0
53042955,615.6
53042956,725.4
53042957,953.3
53042958,678.8
53042959,712.8
53042961,981.4
53042962,1089.1
53042964,868.0
53042966,1047.4
53042967,1013.1
53042968,946.2
53042969,996.4
53042970,614.8
53042971,989.8
53042973,1047.8
53042974,885.8
53042975,1013.1
53042977,844.4
53042978,718.6
53042979,740.0
53042980,917.6
53042981,877.5
53042983,1037.8
53042984,1001.1
53042985,960.1
53042986,1095.9
53042989,997.3
53042990,1018.7
53042991,1104.8
53042992,1042.8
53042993,1007.7
53042994,1071.3
53042995,998.5
53042997,828.7
53042998,1016.2
53042999,1018.7
53043000,790.4
53043001,1015.2
53043002,958.3
53043004,1110.1
53043010,1047.8
53043011,935.0
53043013,1022.4
53043014,1024.8
53043017,701.5
53043019,761.7
53043022,1026.6
53043025,1071.0
53043033,958.3
53043034,1113.2
53043035,1154.3
53043037,911.3
53043040,1064.3
53043043,913.4
53043044,877.7
53043056,1015.2
53043058,1019.6
53043059,893.4
53043062,1080.2
53043075,898.6
53043076,1005.7
53043077,852.0
53043088,839.6
53043089,928.9
53043115,756.6
53043116,758.4
53043149,1060.5
53043431,952.6
53043436,986.0
53043635,745.8
53043641,1023.1
53043785,790.5
53043882,775.2
53043884,610.7
53043887,783.6
53043890,622.3
53043897,638.9
53043898,589.8
53043900,591.0
53043902,874.7
53043903,826.5
53043904,622.4
53043905,668.2
53043906,699.9
53043907,579.8
53043921,596.4
53043923,576.3
53043928,791.6
53043931,599.1
53043933,581.7
53043939,615.3
53043946,554.4
53043948,764.1
53043950,904.0
53043953,744.7
53043955,591.6
53043961,560.1
53043962,580.3
53043966,561.0
53043967,599.8
53043968,592.5
53043971,559.7
53043972,619.7
53043973,576.6
53043975,611.7
53043978,597.4
53043981,559.8
53043982,570.0
53043987,784.1
53044007,612.2
53044012,626.6
53044015,669.2
53044016,746.4
53044017,794.5
53044018,584.9
53044022,559.4
53044024,609.4
53044025,599.1
53044032,614.7
53044033,828.6
53044034,803.0
53044041,617.7
53044044,606.7
53044045,553.2
53044046,544.4
53044050,571.1
53044051,572.3
53044057,855.4
53044076,627.1
53044077,763.5
53044079,617.7
53044081,638.5
53044085,801.4
53044086,875.3
53044087,618.7
53044092,634.5
53044093,614.8
53044102,617.5
53044103,777.3
53044111,608.9
53044115,767.8
53044117,692.5
53044123,915.6
53044127,749.3
53044130,617.0
53044136,559.8
53044142,632.5
53044143,593.7
53044144,594.9
53044226,976.2
53044264,700.2
53044265,648.5
53044468,933.7
53044472,746.4
53044917,750.5
53045229,997.8
53045230,1127.7
53045231,1274.2
53045232,1131.1
53045233,1222.2
53045235,1227.1
53045239,704.3
53045240,1183.2
53045241,1312.5
53045242,1257.4
53045243,1031.7
53045244,1110.9
53045245,1290.3
53045247,793.3
53045248,1325.3
53045249,972.5
53045250,1381.9
53045251,1263.6
53045252,1173.3
53045255,1279.0
53045256,852.2
53045258,1264.2
53045263,1006.4
53045264,729.7
53045265,1070.9
53045267,1382.4
53045268,1274.4
53045269,1309.1
53045271,1316.7
53045278,1159.3
53045279,982.3
53045282,1189.9
53045283,1255.3
53045284,1347.1
53045287,1314.4
53045293,1274.9
53045298,962.7
53045299,1072.3
53045300,1007.2
53045301,1213.2
53045302,1221.3
53045303,1151.6
53045304,1241.2
53045305,1281.1
53045306,1148.0
53045307,1140.5
53045308,1232.1
53045309,772.2
53045311,1249.2
53045314,1206.3
53045315,1242.4
53045316,1164.5
53045317,1187.3
53045319,1200.1
53045324,1291.3
53045333,950.4
53045334,938.5
53045335,1008.0
53045336,1042.4
53045342,996.8
53045345,872.6
53045347,974.2
53045352,1005.7
53045388,880.5
53045508,765.0
53045750,646.5
53045808,645.6
53045809,577.4
53045810,688.5
53045988,611.8
53046284,761.3
53046285,652.9
53046286,668.4
53046291,795.6
53046292,697.0
53046293,706.4
53046299,847.2
53046313,934.9
53046333,691.3
53046337,665.0
53046373,632.2
53046708,605.5
53046849,616.3
53046866,661.0
53046869,629.2
53046870,618.0
53046874,567.4
53046884,643.0
53046890,677.7
53046891,660.5
53046892,670.4
53046896,627.3
53046898,618.0
53046901,741.9
53046902,673.8
53046905,653.8
53047578,672.4
53047597,788.5
53047600,636.4
53047612,669.5
53047622,816.2
53047623,665.7
53047624,690.5
53047628,612.5
53047634,608.2
53047636,607.9
53047638,638.9
53047639,612.7
53047643,720.5
53047644,599.0
53047646,636.7
53047647,636.6
53047648,644.0
53047649,693.4
53047650,734.2
53047676,714.6
53047682,702.3
53047684,655.9
53047686,656.8
53047690,746.8
53047691,676.8
53047694,646.3
53047695,675.6
53047696,696.4
53047697,703.9
53047699,687.8
53047701,666.3
53047703,649.7
53047709,811.0
53047713,806.4
53047714,667.9
53047722,797.6
53047723,687.4
53047724,707.5
53047727,770.3
53047732,722.9
53047735,733.2
53047737,753.6
53047738,753.9
53047764,886.3
53047765,851.4
53047770,917.4
53047772,949.8
53047777,760.3
53047780,776.5
53047782,774.0
53047783,837.7
53047786,803.1
53047788,763.5
53047921,655.6
53048054,661.9
53048543,664.9
53048544,660.3
53048545,672.8
53048548,887.4
53048556,824.4
53048562,865.0
53048567,617.7
53048569,574.7
53048571,632.9
53048572,648.6
53048573,662.8
53048577,650.8
53048581,716.6
53048582,818.3
53048583,729.5
53048584,732.7
53048618,717.2
53048621,673.2
53048623,739.9
53048628,684.1
53048632,818.3
53048634,778.7
53048669,775.5
53048687,789.1
53048695,944.9
53048700,988.8
53048711,991.1
53048727,731.7
53048738,838.0
53048739,824.3
53048741,840.0
53048968,614.6
53048969,693.0
53048986,768.4
53048987,785.3
53048988,768.6
53048989,719.5
53048990,801.3
53048991,822.8
53048992,808.1
53048993,797.3
53048994,860.0
53048995,811.2
53048996,876.0
53048997,770.5
53048998,839.2
53048999,995.9
53049000,756.1
53049001,796.7
53049002,883.8
53049003,922.3
53049004,876.0
53049005,970.3
53049006,954.9
53049007,848.2
53049008,796.4
53049009,796.7
53049010,838.0
53049011,843.9
53049012,804.7
53049013,890.0
53049014,795.3
53049015,850.7
53049016,863.6
53049017,821.2
53049084,870.3
53049086,676.7
53049122,1051.7
53049123,950.2
53049140,754.7
53049143,653.7
53049144,650.5
53049145,749.5
53049146,620.5
53049158,681.0
53049159,734.9
53049160,680.1
53049162,631.8
53049163,1022.7
53049164,954.6
53049165,901.9
53049166,786.4
53049167,761.3
53049168,777.6
53049169,791.4
53049170,837.1
53049580,776.5
53049625,829.2
53049637,770.2
53049641,809.2
53049644,763.5
53049672,907.9
53049675,761.1
53049680,671.4
53049681,680.5
53049689,809.3
53049697,726.2
53049698,706.2
53049845,644.9
53049972,999.8
53049973,735.2
53049981,670.4
53050141,1183.9
53050153,535.9
53051105,92.2
53051107,639.1
53051109,629.0
53051127,706.9
53051129,680.8
53051130,654.8
53051132,601.4
53051135,607.0
53051165,650.7
53051176,663.6
53051201,706.1
53051203,726.2
53051204,696.9
53051218,640.5
53051223,722.6
53051228,603.1
53051244,661.5
53051247,666.5
53051270,641.8
53051271,690.0
53051272,625.9
53051275,711.5
53051298,1086.7
53052015,703.2
53052053,917.8
53052054,970.8
53052055,845.2
53052056,864.8
53052057,958.4
53052058,881.3
53052059,844.1
53052060,883.4
53052061,939.1
53052062,928.6
53052063,901.2
53052064,915.1
53052065,899.9
53052066,1003.3
53052067,939.1
53052070,908.7
53052071,840.7
53052072,1005.8
53052074,798.8
53052075,825.7
53052076,1021.8
53052078,978.5
53052080,869.1
53052081,915.9
53052082,780.9
53052083,818.2
53052084,1022.4
53052085,846.1
53052087,999.1
53052088,1046.2
53052089,597.9
53052090,1007.1
53052091,968.4
53052092,1018.3
53052094,938.5
53052095,920.2
53052096,822.0
53052097,943.4
53052098,956.8
53052099,1062.3
53052100,1016.1
53052101,1023.1
53052103,1024.3
53052104,994.7
53052105,1082.9
53052106,1069.5
53052107,720.5
53052108,822.7
53052109,988.3
53052110,1038.8
53052111,845.9
53052112,940.2
53052113,902.6
53052114,1006.1
53052115,1056.6
53052116,892.4
53052117,992.2
53052119,1198.4
53052121,1004.7
53052128,1347.4
53052129,829.9
53052130,1173.3
53052131,1281.7
53052132,1198.3
53052133,1225.5
53052135,1209.0
53052136,1190.8
53052137,1231.2
53052138,1225.5
53052139,1347.4
53052140,700.8
53052143,957.1
53052144,1273.0
53052145,825.1
53052147,1139.1
53052166,1077.0
53052167,1022.0
53052185,1065.7
53052187,1152.5
53052188,1104.6
53052195,1073.4
53052198,1069.5
53052200,993.0
53052207,1119.3
53052211,881.4
53052214,1145.1
53052215,1082.3
53052217,1073.4
53052224,954.3
53052225,1012.0
53052229,1226.3
53052240,921.2
53052356,616.7
53052357,858.4
53052360,777.2
53052362,829.9
53052366,614.5
53052368,878.6
53052373,911.6
53052377,629.2
53052380,833.4
53052420,834.5
53052428,718.9
53052440,955.9
53052443,655.1
53052449,682.6
53052471,692.7
53052472,1085.7
53052478,1023.5
53052492,997.1
53052506,728.9
53052515,1088.4
53052517,1023.3
53052519,1170.9
53052523,1057.5
53052539,1087.4
53052608,902.1
53052614,699.8
53052722,652.5
53052788,611.2
53052792,594.0
53052794,618.0
53052802,608.7
53052829,771.4
53052874,811.5
53052880,779.7
53052983,710.4
53052985,1067.5
53052987,835.1
53053078,828.1
53053125,756.5
53053130,596.3
53053303,705.6
53053304,718.0
53053353,825.6
53053354,861.2
53053356,861.5
53053357,926.0
53053360,859.2
53053363,847.0
53053396,781.9
53053397,843.7
53053398,690.9
53053401,651.4
53053679,602.4
53054132,924.4
53054150,878.7
53054151,1063.8
53054297,806.9
53054320,923.7
53054325,931.7
53054333,813.4
53054334,806.3
53054335,883.8
53054336,877.2
53054337,935.6
53054338,966.3
53054339,999.7
53054340,969.3
53054341,1030.2
53054342,1010.6
53054343,1013.3
53054344,958.8
53054345,911.2
53054346,889.1
53054347,996.8
53054348,964.3
53054349,995.9
53054350,881.3
53054351,915.9
53054352,904.1
53054353,842.0
53054354,1018.5
53054355,1040.4
53054356,886.5
53054357,995.9
53054358,1024.5
53054359,933.9
53054360,1075.8
53054361,893.7
53054362,950.8
53054363,755.7
53054364,1009.5
53054365,1162.7
53054366,1231.2
53054367,1245.9
53054368,1051.3
53054369,1064.0
53054370,924.3
53054371,855.6
53054372,1035.8
53054373,995.9
53054374,985.2
53054375,812.1
53054376,834.9
53054377,941.2
53054378,1021.0
53054379,1021.3
53054380,786.5
53054381,995.9
53054382,953.9
53054383,956.9
53054384,609.8
53054385,767.2
53054387,988.8
53054388,805.0
53054389,764.0
53054390,874.5
53054391,675.5
53054392,1029.2
53054393,762.5
53054394,1022.6
53054395,922.0
53054396,903.7
53054397,942.2
53054398,874.5
53054399,1064.2
53054400,985.2
53054401,938.9
53054402,1043.8
53054403,1030.7
53054404,853.0
53054405,879.9
53054406,868.9
53054407,963.7
53054408,1019.7
53054409,968.6
53054410,945.2
53054411,978.2
53054412,938.7
53054415,740.3
53054416,963.7
53054418,1063.6
53054419,927.9
53054420,915.6
53054421,935.6
53054422,961.2
53054423,806.6
53054424,866.4
53054425,880.8
53054426,924.5
53054427,912.5
53054428,1000.2
53054429,959.0
53054430,982.6
53054442,666.7
53054463,630.4
53054490,629.9
53054491,782.1
53054510,923.1
53054529,642.0
53054841,612.1
53054853,636.7
53054897,726.8
53054898,797.0
53054901,782.5
53054906,602.1
53054959,599.6
53054961,847.6
53054964,583.2
53054965,595.3
53054966,925.0
53054968,706.0
53054970,766.8
53054971,789.6
53054972,839.1
53054973,860.5
53054974,627.1
53054976,639.9
53054994,903.7
53055004,595.4
53055009,603.3
53055014,739.3
53055015,889.5
53055016,956.6
53055017,986.3
53055018,698.5
53055032,864.2
53055043,670.4
53055046,628.5
53055047,882.0
53055049,740.7
53055051,813.0
53055052,603.3
53055053,905.9
53055054,929.7
53055055,655.9
53055078,611.6
53055080,764.3
53055094,1074.1
53055095,941.9
53055099,905.8
53055106,936.7
53055110,943.2
53055121,917.7
53055125,953.9
53055127,946.4
53055129,956.4
53055131,977.0
53055139,839.8
53055145,896.0
53055146,857.7
53055176,904.8
53055180,993.5
53055185,956.4
53055216,972.3
53055219,1002.8
53055222,1010.1
53055223,944.2
53055224,933.5
53055226,965.4
53055227,832.9
53055228,841.2
53055229,868.9
53055231,984.5
53055233,747.3
53055234,953.0
53055238,962.4
53055240,913.1
53055242,946.8
53055243,933.9
53055244,948.9
53055246,787.7
53055247,1010.1
53055248,936.2
53055249,892.1
53055250,869.1
53055252,966.0
53055253,956.8
53055255,977.3
53055256,889.6
53055257,963.8
53055258,927.1
53055259,962.4
53055260,952.9
53055261,934.0
53055262,875.8
53055280,972.3
53055292,931.9
53055293,789.3
53055297,958.7
53055301,952.4
53055306,867.5
53055314,982.7
53055331,943.4
53055340,839.4
53055341,741.6
53055342,863.5
53055345,924.1
53055348,914.6
53055349,882.5
53055351,908.9
53055352,874.1
53055356,922.2
53055367,972.0
53055368,919.0
53055371,970.4
53055373,832.0
53055375,893.6
53055377,1004.5
53055380,955.9
53055381,1018.7
53055383,844.5
53055387,937.8
53055392,970.4
53055395,907.1
53055398,979.6
53055414,845.2
53055417,876.2
53055422,691.9
53055423,876.6
53055424,919.4
53055425,823.2
53055428,979.3
53055429,932.3
53055430,926.5
53055432,965.9
53055437,907.4
53055438,922.3
53055439,942.8
53055446,948.7
53055463,856.2
53055465,1060.0
53055474,926.5
53055476,856.2
53055477,691.9
53055478,979.5
53055486,906.9
53055487,855.8
53055488,837.4
53055490,961.6
53055493,800.7
53055494,918.7
53055496,953.2
53055497,970.9
53055500,874.4
53055539,926.2
53055547,814.5
53055563,912.1
53055590,959.0
53055598,903.1
53055670,899.9
53055732,872.3
53055735,908.3
53055743,993.2
53055759,888.7
53055762,950.7
53055773,873.3
53055774,973.5
53055778,1026.2
53056223,749.1
53056247,821.1
53056264,93.3
53056271,832.0
53056278,750.9
53056295,588.4
53056300,594.8
53056305,596.7
53056306,616.9
53056308,88.3
53056311,721.4
53056312,575.5
53056491,795.7
53056606,599.6
53056941,596.9
53056942,621.6
53056945,621.6
53056949,722.1
53056951,682.8
53056952,715.6
53056953,734.7
53056956,687.2
53056957,662.7
53057005,838.8
53057057,1055.8
53057379,900.3
53057399,867.3
53057422,611.9
53057456,823.2
53057463,914.6
53057472,854.7
53057482,914.7
53057500,588.0
53057509,793.6
53057512,689.4
53057535,619.8
53057625,576.2
53057771,736.6
53057778,803.0
53057779,849.3
53057784,740.8
53057785,843.2
53057804,736.2
53057834,708.9
53057837,878.0
53057838,703.1
53057839,705.7
53057840,830.1
53057841,722.5
53057842,759.0
53057843,750.8
53057844,792.9
53057845,833.1
53057846,789.2
53057849,711.9
53057854,739.5
53057856,717.5
53057859,806.1
53057860,750.8
53057861,860.9
53057865,731.7
53057866,800.9
53057871,835.1
53057873,813.0
53057874,695.4
53057876,811.0
53057882,773.7
53057885,850.5
53057886,860.5
53057893,860.2
53057897,899.9
53057900,909.5
53057903,834.2
53057904,866.8
53057909,810.3
53057914,949.6
53057920,907.6
53057921,932.4
53057922,969.6
53057924,971.3
53057925,950.6
53057928,652.8
53057929,869.1
53057931,848.0
53057935,963.4
53057938,854.3
53057939,938.4
53057940,941.6
53057945,985.8
53057946,864.7
53057947,950.6
53057948,974.2
53057952,983.8
53057953,952.2
53057955,967.5
53057958,1017.2
53057960,898.4
53057969,799.3
53057972,903.7
53057973,974.2
53057978,927.6
53057979,917.4
53057981,933.0
53057989,871.0
53057991,834.2
53058198,997.8
53058234,595.9
53058271,764.7
53058605,663.9
53058606,793.0
53058607,647.5
53058608,663.1
53058609,704.0
53058610,688.1
53058632,951.4
53058897,559.4
53059214,776.7
53059215,859.3
53059216,876.6
53059218,993.0
53059221,1024.3
53059222,1108.3
53059277,639.6
53059364,690.1
53059749,894.6
53059750,1097.1
53059752,1068.3
53060169,721.6
53060172,912.8
53060174,816.3
53060175,876.5
53060177,871.2
53060178,812.1
53060179,857.5
53060181,830.6
53060183,800.7
53060189,871.4
53060191,917.3
53060196,947.8
53060207,986.7
53060210,917.6
53060217,927.3
53060220,823.1
53060226,919.3
53060227,872.2
53060228,997.8
53060230,999.8
53060233,964.4
53060238,918.9
53060241,997.6
53060242,997.8
53060248,918.9
53060250,896.5
53060256,894.2
53060263,921.1
53060268,765.3
53060273,789.4
53060276,801.5
53060277,871.4
53060283,794.6
53060287,871.4
53060288,872.4
53060294,914.4
53060298,765.3
53060348,942.8
53060402,820.1
53060499,876.3
53060503,909.6
53060505,946.5
53060507,979.6
53060521,883.9
53060525,863.4
53060526,888.4
53060537,898.5
53060545,834.7
53060608,912.8
53060618,1072.9
53060999,1164.7
53061002,1080.4
53061107,1153.6
53061400,1095.6
53061415,1052.1
53061443,1050.0
53061878,1221.4
53061880,1229.7
53061939,1107.0
53062276,76.3
53062491,643.0
53062534,644.8
53062556,650.2
53062560,587.5
53062567,793.7
53062992,867.3
53062994,857.7
53062995,921.6
53062996,809.2
53062997,816.1
53063000,765.8
53063001,661.2
53063002,734.1
53063003,765.5
53063004,739.9
53063005,723.9
53063006,875.9
53063008,566.4
53063009,864.1
53063010,610.2
53063011,783.0
53063012,788.0
53063013,699.9
53063014,644.8
53063015,787.9
53063016,703.2
53063017,847.3
53063018,724.8
53063019,783.0
53063020,692.5
53063021,830.3
53063022,730.8
53063023,582.9
53063024,549.7
53063025,765.5
53063026,609.6
53063027,791.8
53063028,822.9
53063029,757.0
53063030,705.7
53063031,572.0
53063032,698.9
53063033,830.7
53063035,589.9
53063036,791.2
53063037,733.9
53063038,679.4
53063039,622.0
53063040,770.5
53063041,857.2
53063042,792.5
53063044,704.8
53063046,596.5
53063047,733.9
53063048,848.1
53063049,951.8
53063050,769.2
53063051,840.1
53063052,787.1
53063625,726.4
53063630,827.6
53063632,668.9
53063636,765.9
53063637,732.0
53063640,781.7
53063656,752.2
53063657,684.0
53063676,696.8
53063683,803.7
53063688,732.0
53063692,817.6
53063705,780.0
53063707,828.8
53063718,740.1
53063722,603.2
53063723,797.9
53063728,732.1
53063733,744.1
53063741,778.0
53063763,939.1
53063764,759.2
53063765,859.3
53063768,587.8
53063772,836.0
53063788,734.1
53063789,772.1
53063792,798.6
53063794,794.3
53063797,866.2
53063800,709.3
53063813,640.4
53063814,838.2
53063820,715.4
53063821,742.3
53063824,652.8
53063826,733.0
53063827,613.7
53063829,848.1
53063836,786.1
53063841,770.9
53063867,715.4
53063868,778.6
53063873,714.7
53063879,792.3
53063889,608.7
53063902,632.9
53063959,722.7
53063976,608.0
53063988,609.2
53064028,576.6
53064624,1015.2
53064628,864.3
53064631,949.4
53064633,933.6
53064634,1013.5
53064648,990.5
53064650,1070.8
53064659,1000.1
53064660,702.3
53064661,745.4
53064662,729.2
53064663,719.8
53064664,719.8
53064665,675.3
53064667,725.5
53064668,729.2
53064670,727.3
53064673,663.6
53064674,752.9
53064678,679.0
53064679,690.9
53064681,723.0
53064684,693.2
53064686,727.3
53064687,694.8
53065106,876.2
53065108,837.4
53065115,1136.1
53065119,894.2
53065121,898.9
53065122,926.6
53065123,945.7
53065125,1120.3
53065126,1122.2
53065127,1088.3
53065130,842.9
53065131,872.4
53065132,947.8
53065133,1218.2
53065140,1173.5
53065141,1175.2
53065145,969.9
53065146,876.5
53065150,1020.8
53065154,1151.6
53065155,1182.9
53065158,1069.2
53065166,866.4
53065167,954.4
53065170,884.2
53065171,966.2
53065172,1081.5
53065174,837.4
53065176,1147.6
53065177,1044.6
53065178,1218.2
53065182,894.2
53065183,1005.8
53065184,888.5
53065185,1165.9
53065186,1142.2
53065190,1143.7
53065193,1174.0
53065195,1029.5
53065198,1188.7
53065199,1185.6
53065200,1198.3
53065201,918.9
53065202,1274.4
53065203,941.5
53065214,928.9
53065218,1159.4
53065219,1199.7
53065234,1048.3
53065235,1081.5
53065236,927.3
53065237,1050.8
53065238,1237.5
53065240,894.8
53065245,853.4
53065246,1226.4
53065247,1155.0
53065249,1078.3
53065250,1142.7
53065251,1093.6
53065252,734.9
53065253,930.0
53065254,716.6
53065256,1055.9
53065258,1208.6
53065260,1039.8
53065263,1152.4
53065265,1119.7
53065269,1110.4
53065271,1159.4
53065273,1199.7
53065278,1287.9
53065285,1094.6
53065287,1058.3
53065294,1093.6
53065296,1071.3
53065298,1209.8
53065299,791.5
53065300,1130.4
53065301,1038.8
53065302,1056.9
53065306,877.9
53065317,1017.0
53065319,1096.1
53065321,706.7
53065322,1033.3
53065327,690.9
53065333,926.6
53065337,991.4
53065347,1197.4
53065352,1130.6
53065354,1275.7
53065356,1197.8
53065360,1172.3
53066208,861.3
53066209,793.2
53066210,894.9
53066217,814.5
53066221,653.5
53066232,629.3
53066238,850.8
53066543,790.1
53066588,716.0
53066590,724.8
53066599,745.0
53066601,856.5
53066607,766.7
53066608,728.5
53066609,708.3
53066612,765.1
53066613,817.6
53066797,703.9
53066806,718.0
53066814,737.2
53066817,803.5
53066825,636.7
53066831,727.9
53066833,692.9
53066839,718.1
53066842,971.4
53066844,763.6
53066873,763.8
53066883,642.9
53066899,716.7
53066903,809.5
53066914,674.2
53066915,657.6
53066923,647.5
53066928,1072.9
53066930,692.1
53066931,674.3
53066934,726.1
53066936,712.7
53066955,653.3
53066996,903.4
53066997,914.0
53066998,956.0
53067007,759.6
53067008,702.0
53067191,842.8
53067319,876.2
53067321,834.3
53067323,803.8
53067329,788.3
53067331,644.2
53067333,678.4
53067335,651.6
53067336,808.7
53067337,691.2
53067340,630.0
53067347,701.4
53067351,807.6
53067353,855.0
53067365,804.5
53067368,720.8
53067376,848.4
53067379,892.0
53067380,759.0
53067381,722.3
53067383,780.5
53067384,867.2
53067385,770.4
53067386,797.6
53067387,863.1
53067390,784.6
53067392,802.6
53067393,892.6
53067394,789.9
53067395,592.6
53067396,838.1
53067397,624.0
53067398,589.2
53067399,577.5
53067400,789.9
53067403,780.7
53067404,866.5
53067405,814.2
53067406,930.1
53067407,807.9
53067408,797.5
53067409,576.6
53067410,731.5
53067412,809.0
53067413,794.2
53067415,723.4
53067416,735.4
53067417,753.6
53067418,789.5
