"","Name","System","RT","Pubchem"
"2445","4-Formyl-antipyrine","UFZ_Phenomenex",14.9,70371
"2446","Crotamiton","UFZ_Phenomenex",24.5,2883
"2447","10,11-Dihydro-10,11-dihydroxycarbamazepine","UFZ_Phenomenex",19.6,83852
"2448","Cetirizine","UFZ_Phenomenex",23,2678
"2449","2-Hydroxycarbamazepine","UFZ_Phenomenex",19.7,129274
"2450","N-Formyl-4-aminoantipyrine","UFZ_Phenomenex",14.6,72666
"2451","Gabapentin","UFZ_Phenomenex",11.9,6919078
"2452","Finasteride","UFZ_Phenomenex",25,57363
"2453","Diphenhydramine","UFZ_Phenomenex",20,3100
"2454","Acetyl-sulfamethoxazole","UFZ_Phenomenex",19.1,65280
"2455","Citalopram","UFZ_Phenomenex",20,2771
"2456","Cyclophosphamide","UFZ_Phenomenex",20.3,2907
"2457","Ranitidine","UFZ_Phenomenex",6.9,5039
"2458","Metformin","UFZ_Phenomenex",2.1,4091
"2459","Creatinine","UFZ_Phenomenex",2.2,588
"2460","Desphenyl chloridazon","UFZ_Phenomenex",3.6,95827
"2461","N-Nitrosomorpholine","UFZ_Phenomenex",4.4,6046
"2462","Mycophenolic acid","UFZ_Phenomenex",23.9,446541
"2463","Capecitabine","UFZ_Phenomenex",22,60953
"2464","(-)-Cotinine","UFZ_Phenomenex",2.6,854019
"2465","Sotalol","UFZ_Phenomenex",4.8,5253
"2466","Iminostilbene","UFZ_Phenomenex",25.1,9212
"2467","Isophorondiamine","UFZ_Phenomenex",2.2,17857
"2468","4-Aminoacetanilide","UFZ_Phenomenex",2.3,31230
"2469","4-Aminobenzamide","UFZ_Phenomenex",2.9,76079
"2470","N-Isopropyl-N-phenyl-p-phenylenediamine","UFZ_Phenomenex",12.9,7573
"2471","4-Chloroaniline","UFZ_Phenomenex",8.8,7812
"2472","N-Phenyl-1-naphthylamine","UFZ_Phenomenex",26.8,7013
"2473","O-Dianisidine","UFZ_Phenomenex",9.3,8411
"2474","4-Aminoazobenzene","UFZ_Phenomenex",24.3,6051
"2475","4,4'-Methylen-bis(2-methyl aniline)","UFZ_Phenomenex",19.6,13283
"2476","4,4'-Thiodianiline","UFZ_Phenomenex",16.2,8765
"2477","Michler's ketone","UFZ_Phenomenex",25.8,7031
"2478","4-Isopropylaniline","UFZ_Phenomenex",17,7464
"2479","2,6-Xylidine","UFZ_Phenomenex",13.3,6896
"2480","Amantadine","UFZ_Phenomenex",15.7,2130
"2481","Estrone","UFZ_Phenomenex",24.3,5870
"2482","17beta estradiol","UFZ_Phenomenex",24.4,5757
"2483","Norethisterone","UFZ_Phenomenex",24.7,6230
"2484","Progesterone","UFZ_Phenomenex",26.2,5994
"2485","Cholic acid","UFZ_Phenomenex",26.6,221493
"2486","Cortisone","UFZ_Phenomenex",22.8,222786
"2487","Dexamethasone","UFZ_Phenomenex",23.4,5743
"2488","Ethyl paraben","UFZ_Phenomenex",22.2,8434
"2489","Prednisolone","UFZ_Phenomenex",22.8,5755
"2490","Butyl paraben","UFZ_Phenomenex",24.7,7184
"2491","2-Hyroxybiphenyl","UFZ_Phenomenex",25.8,7017
"2492","Testosterone","UFZ_Phenomenex",25,6013
"2493","Diethylstilbestrol","UFZ_Phenomenex",24.9,448537
"2494","Genistein","UFZ_Phenomenex",23.1,5280961
"2495","Daidzein","UFZ_Phenomenex",21.7,5281708
"2496","Canrenone","UFZ_Phenomenex",24.6,13789
"2497","Androstenedione","UFZ_Phenomenex",24.3,6128
"2498","Epiandrosterone","UFZ_Phenomenex",26.5,441302
"2499","Triethyl citrate","UFZ_Phenomenex",21,6506
"2500","4-Amino-N,N-dimethylbenzenesulfonamide","UFZ_Phenomenex",16.1,74369
"2501","2-Methylbenzothiazole","UFZ_Phenomenex",22.8,8446
"2502","Phenylbenzimidazolesulfonic acid","UFZ_Phenomenex",14.8,1712019
"2503","2-Mercapto benzimidazole","UFZ_Phenomenex",16.3,707035
"2504","Triphenyl phosphate","UFZ_Phenomenex",26.3,8289
"2505","N,N-Diethyl-m-toluamide","UFZ_Phenomenex",23.2,4284
"2506","1H-Benzotriazole","UFZ_Phenomenex",16.8,7220
"2507","Di(ethylhexyl) phthalate","UFZ_Phenomenex",31.6,15764573
"2508","N-Butylbenzenesulfonamide","UFZ_Phenomenex",25.1,19241
"2509","Dibutyl phthalate","UFZ_Phenomenex",27.1,3026
"2510","2-Isopropylthioxanthon","UFZ_Phenomenex",28.3,9795026
"2511","5-Methyl-1H-benzotriazole","UFZ_Phenomenex",19.4,8705
"2512","4-Benzophenone","UFZ_Phenomenex",21,19988
"2513","Iodopropynyl butylcarbamate","UFZ_Phenomenex",23,62097
"2514","p-Toluenesulfonamide","UFZ_Phenomenex",16.7,6269
"2515","Tri(butoxyethyl)phosphate","UFZ_Phenomenex",27.2,23461823
"2516","Triclocarban","UFZ_Phenomenex",26.8,7547
"2517","Triisobutyl phosphate","UFZ_Phenomenex",26.7,31355
"2518","Tris(1-chloro-2-propyl)phosphate","UFZ_Phenomenex",24.5,26176
"2519","4-Methylumbelliferone","UFZ_Phenomenex",20.1,5280567
"2520","Triphenylphosphine oxid","UFZ_Phenomenex",23.9,13097
"2521","4(1H)-Pyrimidinone, 6-methyl-2-(1-methylethyl)-","UFZ_Phenomenex",12.4,17777
"2522","Benzenesulfonamide, N-ethyl-4-methyl-","UFZ_Phenomenex",21.2,6637
"2523","2-(Methylthio)benzothiazole","UFZ_Phenomenex",24.8,11989
"2524","4-Hydroxybenzotriazole","UFZ_Phenomenex",13.3,NA
"2525","2-Octyl-4-isothiazolin-3-one","UFZ_Phenomenex",25.1,33528
"2526","Tris(2-chloroethyl)phosphate","UFZ_Phenomenex",21.6,8295
"2527","Monobenzyl phthalate","UFZ_Phenomenex",23.5,31736
"2528","Monoethyl phthalate","UFZ_Phenomenex",19.9,75318
"2529","Mono-iso-butyl phthalate","UFZ_Phenomenex",23.3,92272
"2530","Icaridin","UFZ_Phenomenex",23.9,125098
"2531","Benzothiazole","UFZ_Phenomenex",21.2,7222
"2532","2-Benzothiazolsulfonic acid","UFZ_Phenomenex",16.8,30647
"2533","2-(3-Benzoylphenyl)propanoic acid","UFZ_Phenomenex",23.4,3825
"2534","Chlorophene","UFZ_Phenomenex",25.9,8425
"2535","Bisphenol S","UFZ_Phenomenex",19.2,6626
"2536","Acid orange 7 (free acid)","UFZ_Phenomenex",25.6,5705403
"2537","2-Naphthalene sulfonic acid","UFZ_Phenomenex",18.8,8420
"2538","Triclosan","UFZ_Phenomenex",27,5564
"2539","Perfluorobutanoic acid","UFZ_Phenomenex",17,9777
"2540","Tetrachlorosalicylanilide","UFZ_Phenomenex",29.3,124579
"2541","Ginsenoside Rb1","UniToyama_Atlantis",15.925,73148
"2542","Ginsenoside Rc","UniToyama_Atlantis",16.26666667,100018
"2543","Ginsenoside Rd","UniToyama_Atlantis",17.53833333,3036963
"2544","Alisol A","UniToyama_Atlantis",25.85998333,5317261
"2545","Alisol B","UniToyama_Atlantis",29.96665,189051
"2546","Alisol B 23-acetate","UniToyama_Atlantis",32.01331667,3084460
"2547","Astragaloside IV","UniToyama_Atlantis",17.49165,158694
"2548","Bufalin","UniToyama_Atlantis",19.69831667,10061
"2549","Bufotalin","UniToyama_Atlantis",17.77831667,259578
"2550","Ginsenoside Re","UniToyama_Atlantis",13.03165,73149
"2551","Ginsenoside Rb1","UniToyama_Atlantis",15.88498333,73148
"2552","Ginsenoside Rc","UniToyama_Atlantis",16.24498333,100018
"2553","Ginsenoside Rd","UniToyama_Atlantis",17.55165,3036963
"2554","Astragaloside IV","UniToyama_Atlantis",17.52835,158694
"2555","Bufalin","UniToyama_Atlantis",19.70835,10061
"2556","Bufotalin","UniToyama_Atlantis",17.82835,259578
"2557","Ginsenoside Re","UniToyama_Atlantis",13.22168333,73149
"2558","Ginsenoside Rb1","UniToyama_Atlantis",15.94835,73148
"2559","Ginsenoside Rc","UniToyama_Atlantis",16.23501667,100018
"2560","Ginsenoside Rg1","UniToyama_Atlantis",13.01165,441923
"2561","Glycyrrhizic acid","UniToyama_Atlantis",12.28498333,14982
"2562","Saikosaponin A","UniToyama_Atlantis",18.99831667,167928
"2563","Wogonin","UniToyama_Atlantis",19.43165,5281703
"2564","Baicalein","UniToyama_Atlantis",16.365,5281605
"2565","Baicalin","UniToyama_Atlantis",10.64498333,64982
"2566","Epihesperidin","UniToyama_Atlantis",12.11165,3594
"2567","Hesperidin","UniToyama_Atlantis",12.08498333,10621
"2568","Naringin","UniToyama_Atlantis",11.79165,442428
"2569","Puerarin","UniToyama_Atlantis",8.198316667,5538727
"2570","Ginsenoside Rg1","UniToyama_Atlantis",13.00835,441923
"2571","Saikosaponin A","UniToyama_Atlantis",18.94168333,167928
"2572","Wogonin","UniToyama_Atlantis",19.46835,5281703
"2573","Baicalin","UniToyama_Atlantis",10.70835,64982
"2574","Epihesperidin","UniToyama_Atlantis",12.11501667,3594
"2575","Hesperidin","UniToyama_Atlantis",12.08168333,10621
"2576","Icariin","UniToyama_Atlantis",14.67501667,5318997
"2577","Cinobufagin","UniToyama_Atlantis",21.39745,633349
"2578","Cinobufotalin","UniToyama_Atlantis",18.680783,633297
"2579","Benzoylmesaconine","UniToyama_Atlantis",14.451667,13343339
"2580","Berberine","UniToyama_Atlantis",16.626667,25201694
"2581","Coptisine","UniToyama_Atlantis",15.301667,NA
"2582","Dehydrocorydaline","UniToyama_Atlantis",17.776667,NA
"2583","Ginsenoside Rb1","UniToyama_Atlantis",16.222117,73148
"2584","Ginsenoside Rd","UniToyama_Atlantis",17.805417,432448
"2585","Ginsenoside Re","UniToyama_Atlantis",13.438717,432449
"2586","Ginsenoside Rc","UniToyama_Atlantis",16.6221,100018
"2587","Saikosaponin A","UniToyama_Atlantis",19.3054,4483645
"2588","Saikosaponin C","UniToyama_Atlantis",17.205367,12315188
"2589","Saikosaponin D","UniToyama_Atlantis",21.972083,4483645
"2590","Astragaloside IV","UniToyama_Atlantis",17.97205,500122
"2591","Baicalin","UniToyama_Atlantis",11.055367,3807559
"2592","Puerarin","UniToyama_Atlantis",8.57035,5385074
"2593","Wogonin","UniToyama_Atlantis",19.688717,5281703
"2594","Apigenin","UniToyama_Atlantis",16.401667,5280443
"2595","Bergenin","UniToyama_Atlantis",6.930783,2356
"2596","Amentoflavone","UniToyama_Atlantis",16.118333,5281600
"2597","Acaciin","UniToyama_Atlantis",14.101667,5480901
"2598","3',4',5,7-Tetramethylquercetin","UniToyama_Atlantis",20.351667,97142
"2599","Baicalein trimethyl ether","UniToyama_Atlantis",20.676667,442583
"2600","Chrysoeriol","UniToyama_Atlantis",16.701667,5280666
"2601","Cirsiliol","UniToyama_Atlantis",17.301667,160237
"2602","Cirsimarin","UniToyama_Atlantis",14.176667,12303272
"2603","Diosmetin","UniToyama_Atlantis",15.526667,5281612
"2604","Embinin","UniToyama_Atlantis",12.701667,14630643
"2605","Flavocommelin","UniToyama_Atlantis",4.86,14464937
"2606","Fortunellin","UniToyama_Atlantis",13.385,15559329
"2607","Genistein","UniToyama_Atlantis",16.343333,5280961
"2608","Hederagenin","UniToyama_Atlantis",24.97245,258538
"2609","Liquiritin","UniToyama_Atlantis",10.84745,3794292
"2610","Sakuranetin","UniToyama_Atlantis",20.526667,348130
"2611","Luteolin","UniToyama_Atlantis",14.685,5280445
"2612","Luteolin 7-glucoside","UniToyama_Atlantis",11.151667,5291488
"2613","Mangiferin","UniToyama_Atlantis",7.055783,5358385
"2614","Morin","UniToyama_Atlantis",10.155783,5281670
"2615","Myricetin","UniToyama_Atlantis",12.835,5281672
"2616","Myricitrin","UniToyama_Atlantis",10.57245,5352000
"2617","Neoponcirin","UniToyama_Atlantis",14.855783,85705
"2618","Oleonolic acid","UniToyama_Atlantis",31.62245,619166
"2619","Pectolinarin","UniToyama_Atlantis",14.26,3818047
"2620","Phloretin","UniToyama_Atlantis",16.235,4788
"2621","Ponkanetin","UniToyama_Atlantis",21.951667,68077
"2622","Prunin","UniToyama_Atlantis",12.293333,282013
"2623","Quercetin 5,7,3',4'-tetramethyl ether","UniToyama_Atlantis",20.218333,97142
"2624","Quercetin","UniToyama_Atlantis",14.618333,5280343
"2625","Quercetin acetate","UniToyama_Atlantis",21.893333,14005
"2626","Hirsutrin","UniToyama_Atlantis",10.835,5378597
"2627","Reynoutrin","UniToyama_Atlantis",11.435,5878729
"2628","Rhoifolin","UniToyama_Atlantis",11.776667,5459217
"2629","Robinin","UniToyama_Atlantis",9.868333,5351997
"2630","Acacetin diacetate","UniToyama_Atlantis",22.06,4303567
"2631","Anthricin","UniToyama_Atlantis",21.16,2203
"2632","Baicalin","UniToyama_Atlantis",11.147017,3807559
"2633","Baicalein dimethyl ether","UniToyama_Atlantis",23.843333,5481647
"2634","Cholic acid","UniToyama_Atlantis",16.02,303
"2635","Fukugetin","UniToyama_Atlantis",15.593333,5319895
"2636","Cosmosiin","UniToyama_Atlantis",11.966667,5385553
"2637","Deoxycholic acid","UniToyama_Atlantis",17.255783,2987
"2638","Capreoside","UniToyama_Atlantis",11.543333,44258223
"2639","Cirsimarin","UniToyama_Atlantis",14.3856,12303272
"2640","Ginsenoside Ro","UniToyama_Atlantis",14.480783,12302914
"2641","Ginsenoside Rg1","UniToyama_Atlantis",13.305517,432116
"2642","Saikosaponin B2","UniToyama_Atlantis",19.405383,14798494
"2643","Saikosaponin C","UniToyama_Atlantis",17.380783,12315188
"2644","Saikosaponin D","UniToyama_Atlantis",22,4483645
"2645","Chikusetsusaponin III","UniToyama_Atlantis",21.414117,73157873
"2646","Chikusetsusaponin IV","UniToyama_Atlantis",15.205783,15602013
"2647","Sennoside A","UniToyama_Atlantis",3.693333,5199
"2648","Nodakenin","UniToyama_Atlantis",11.930783,611513
"2649","Limonin","UniToyama_Atlantis",19.764117,235284
"2650","Epihesperidin","UniToyama_Atlantis",12.48705,3594
"2651","Hesperidin","UniToyama_Atlantis",12.472083,3594
"2652","Icariin","UniToyama_Atlantis",15.3053,5471129
"2653","Atropine","UniToyama_Atlantis",14.126917,3661
"2654","Icariin","UniToyama_Atlantis",14.846667,5471129
"2655","Cirsiliol","UniToyama_Atlantis",18.464117,160237
"2656","Cosmosiin","UniToyama_Atlantis",11.84745,5385553
"2657","Hydrangenol","UniToyama_Atlantis",19.32245,119199
"2658","Iridin","UniToyama_Atlantis",12.776667,6063288
"2659","Iristectorin A","UniToyama_Atlantis",12.626667,132993930
"2660","Isoengelitin","UniToyama_Atlantis",12.47245,12309470
"2661","Isoquercitrin","UniToyama_Atlantis",10.818333,5378597
"2662","Isorhamnetin","UniToyama_Atlantis",17.035,5281654
"2663","Juglanin","UniToyama_Atlantis",12.793333,13245583
"2664","Kaempferitrin","UniToyama_Atlantis",11.126667,12305415
"2665","Kaempferol","UniToyama_Atlantis",16.655783,5280863
"2666","Kaempferol 3-O-neohesperidoside","UniToyama_Atlantis",10.668333,13915496
"2667","Kaempferitrin","UniToyama_Atlantis",11.164117,12305415
"2668","Fortunellin","UniToyama_Atlantis",13.563567,15559329
"2669","Diosmetin","UniToyama_Atlantis",15.620417,5281612
"2670","Fustin","UniToyama_Atlantis",10.580783,246330
"2671","Hispidulin acetate","UniToyama_Atlantis",21.795,5322009
"2672","Paeoniflorin","UniToyama_Atlantis",10.390267,425990
"2673","Albiflorin","UniToyama_Atlantis",10.1486,15558589
"2674","Isofraxidin","UniToyama_Atlantis",11.835,5318565
"2675","[6]-Gingerol","UniToyama_Atlantis",20.738717,3473
"2676","Bisdemethoxycurcumin","UniToyama_Atlantis",20.9887,147439
"2677","Curcumin","UniToyama_Atlantis",22.077033,2889
"2678","Capsaicin","UniToyama_Atlantis",22.088717,2548
"2679","Rutin","UniToyama_Atlantis",10.243333,5293655
"2680","Salvigenin","UniToyama_Atlantis",23.393333,161271
"2681","Saponarin","UniToyama_Atlantis",9.318333,4636593
"2682","Scoparin","UniToyama_Atlantis",10.876667,5383409
"2683","Scutellarein tetraacetate","UniToyama_Atlantis",21.493333,136418
"2684","Metamitron-desamino","Eawag_XBridgeC18",5.1,181502
"2685","Bromoxynil","Eawag_XBridgeC18",8.3,15531
"2686","4-Isopropylaniline","Eawag_XBridgeC18",5.2,7464
"2687","Metamitron","Eawag_XBridgeC18",4.9,38854
"2688","Metolachlor morpholinone","Eawag_XBridgeC18",8.2,179957
"2689","Orbencarb","Eawag_XBridgeC18",13.3,36867
"2690","Prosulfocarb","Eawag_XBridgeC18",14.4,62020
"2691","Dichlobenil","Eawag_XBridgeC18",8.5,3031
"2692","2,6-Dichlorobenzamide","Eawag_XBridgeC18",4,16183
"2693","Cyproconazole","Eawag_XBridgeC18",11.5,86132
"2694","Ioxynil","Eawag_XBridgeC18",9.3,15530
"2695","Chloridazon","Eawag_XBridgeC18",5.2,15546
"2696","Azoxystrobin","Eawag_XBridgeC18",9.9,3034285
"2697","Metribuzin","Eawag_XBridgeC18",6.9,30479
"2698","Metribuzin-diketo","Eawag_XBridgeC18",5.9,41909
"2699","Phenmedipham","Eawag_XBridgeC18",9.5,24744
"2700","Epoxiconazole","Eawag_XBridgeC18",11.7,107901
"2701","Prochloraz","Eawag_XBridgeC18",12.2,73665
"2702","Flusilazole","Eawag_XBridgeC18",12.4,73675
"2703","Alachlor ESA","Eawag_XBridgeC18",7.7,115236
"2704","Alachlor OXA","Eawag_XBridgeC18",7.4,14924483
"2705","Acetochlor OXA","Eawag_XBridgeC18",7.5,15842091
"2706","Acetochlor ESA","Eawag_XBridgeC18",7.7,6426848
"2707","Acetochlor","Eawag_XBridgeC18",11.7,1988
"2708","Amitraz","Eawag_XBridgeC18",15.4,36324
"2709","Cymoxanil","Eawag_XBridgeC18",5.6,42614
"2710","Diflufenican","Eawag_XBridgeC18",14.4,91735
"2711","Ethofumesate","Eawag_XBridgeC18",10,33360
"2712","Ethofumesate-2-keto","Eawag_XBridgeC18",6,590774
"2713","Fluazinam","Eawag_XBridgeC18",15.9,91731
"2714","Napropamid","Eawag_XBridgeC18",11.7,27189
"2715","Propaquizafop","Eawag_XBridgeC18",15,86122
"2716","Trifluralin","Eawag_XBridgeC18",16.5,5569
"2717","Thifensulfuron-methyl","Eawag_XBridgeC18",7.2,73674
"2718","2-Methyl-4-amino-6-methoxy-s-triazine","Eawag_XBridgeC18",1.7,15466
"2719","2-Aminosulfonyl-benzoic acid methyl ester","Eawag_XBridgeC18",4.5,42546
"2720","Metsulfuron-methyl","Eawag_XBridgeC18",7.1,52999
"2721","Nicosulfuron","Eawag_XBridgeC18",7.1,73281
"2722","Rimsulfuron","Eawag_XBridgeC18",7.9,91779
"2723","Prometon","Eawag_XBridgeC18",6.7,4928
"2724","Prometryn","Eawag_XBridgeC18",8.5,4929
"2725","Fluroxypyr","Eawag_XBridgeC18",6.9,50465
"2726","Metalaxyl","Eawag_XBridgeC18",8.7,42856
"2727","Carbetamide","Eawag_XBridgeC18",6.6,27689
"2728","2-Aminobenzimidazole","Eawag_XBridgeC18",2.7,13624
"2729","Clomazone","Eawag_XBridgeC18",9.4,54778
"2730","Desmedipham","Eawag_XBridgeC18",9.2,24743
"2731","Fenpropimorph","Eawag_XBridgeC18",9.4,93365
"2732","Fluazifop","Eawag_XBridgeC18",10.9,91701
"2733","Cyprodinil","Eawag_XBridgeC18",9.4,86367
"2734","Trinexapac","Eawag_XBridgeC18",6.9,14371531
"2735","Trinexapac-ethyl","Eawag_XBridgeC18",8.9,92421
"2736","Kresoxim-methyl","Eawag_XBridgeC18",12.5,6112114
"2737","Asulam","Eawag_XBridgeC18",2.4,18752
"2738","Atraton","Eawag_XBridgeC18",5.7,15359
"2739","Linuron","Eawag_XBridgeC18",10,9502
"2740","Monuron","Eawag_XBridgeC18",6.7,8800
"2741","Fludioxonil","Eawag_XBridgeC18",10.7,86398
"2742","Bisphenol A","Eawag_XBridgeC18",14,6623
"2743","1H-Benzotriazole","Eawag_XBridgeC18",4.4,7220
"2744","5-Methyl-1H-benzotriazole","Eawag_XBridgeC18",5.8,8705
"2745","Atenolol","Eawag_XBridgeC18",2,2249
"2746","Sotalol","Eawag_XBridgeC18",1.6,5253
"2747","Propranolol","Eawag_XBridgeC18",6.6,4946
"2748","Metoprolol","Eawag_XBridgeC18",5.1,4171
"2749","Sulfadiazine","Eawag_XBridgeC18",2.2,5215
"2750","Sulfamethazine","Eawag_XBridgeC18",3.9,5327
"2751","Sulfadimethoxine","Eawag_XBridgeC18",5.7,5323
"2752","Sulfathiazole","Eawag_XBridgeC18",2.8,5340
"2753","Tylosin","Eawag_XBridgeC18",8.1,5280440
"2754","Erythromycin","Eawag_XBridgeC18",8.5,12560
"2755","Azithromycin","Eawag_XBridgeC18",5.9,55185
"2756","Clarithromycin","Eawag_XBridgeC18",9.7,84029
"2757","Roxithromycin","Eawag_XBridgeC18",10.1,6915744
"2758","Carbamazepine","Eawag_XBridgeC18",7.8,2554
"2759","Primidone","Eawag_XBridgeC18",5.4,4909
"2760","Ranitidine","Eawag_XBridgeC18",1.9,5039
"2761","Metronidazole","Eawag_XBridgeC18",2.1,4173
"2762","Trimethoprim","Eawag_XBridgeC18",3.8,5578
"2763","Diclofenac","Eawag_XBridgeC18",12.8,3033
"2764","Naproxen","Eawag_XBridgeC18",10.2,1302
"2765","Ibuprofen","Eawag_XBridgeC18",13.6,39912
"2766","Clofibric acid","Eawag_XBridgeC18",10,2797
"2767","Ketoprofen","Eawag_XBridgeC18",9.6,3825
"2768","Indomethacin","Eawag_XBridgeC18",12.9,3715
"2769","Mefenamic acid","Eawag_XBridgeC18",14.5,4044
"2770","Bezafibrate","Eawag_XBridgeC18",10.6,39042
"2771","Propiconazole","Eawag_XBridgeC18",13.1,43234
"2772","DEET","Eawag_XBridgeC18",8.6,4284
"2773","Benzophenone-3","Eawag_XBridgeC18",12.1,4632
"2774","Iohexol","Eawag_XBridgeC18",1.6,3730
"2775","Norfloxacin","Eawag_XBridgeC18",4.4,4539
"2776","Sulfapyridine","Eawag_XBridgeC18",2.9,5336
"2777","4-Acetamidoantipyrine","Eawag_XBridgeC18",3.7,65743
"2778","Diatrizoate","Eawag_XBridgeC18",1.6,2140
"2779","Iomeprol","Eawag_XBridgeC18",1.6,3731
"2780","Iopamidol","Eawag_XBridgeC18",1.2,3734
"2781","Iopromide","Eawag_XBridgeC18",2.7,3736
"2782","Paracetamol","Eawag_XBridgeC18",2.2,1983
"2783","N4-Acetylsulfadimethoxine","Eawag_XBridgeC18",6.3,168167
"2784","N4-Acetylsulfamethazine","Eawag_XBridgeC18",4.5,66855
"2785","N4-Acetylsulfadiazine","Eawag_XBridgeC18",3.6,64952
"2786","N4-Acetylsulfathiazole","Eawag_XBridgeC18",4.1,67183
"2787","Bentazone","Eawag_XBridgeC18",7.5,2328
"2788","Dimethenamid-P","Eawag_XBridgeC18",10,91744
"2789","Tebutam","Eawag_XBridgeC18",11.7,92299
"2790","Dinoseb","Eawag_XBridgeC18",13,6950
"2791","Mesotrione","Eawag_XBridgeC18",6.2,175967
"2792","Dimethenamid OXA","Eawag_XBridgeC18",7.5,86290064
"2793","Dimethenamide ESA","Eawag_XBridgeC18",6.7,6426850
"2794","MCPA","Eawag_XBridgeC18",9.5,7204
"2795","Simazine","Eawag_XBridgeC18",6.9,5216
"2796","Metolachlor OXA","Eawag_XBridgeC18",9.3,15842092
"2797","Bromacil","Eawag_XBridgeC18",7,9411
"2798","2,4-D","Eawag_XBridgeC18",9.1,1486
"2799","Metolachlor","Eawag_XBridgeC18",11.8,4169
"2800","Metazachlor","Eawag_XBridgeC18",8.5,49384
"2801","Dichlorprop","Eawag_XBridgeC18",10.7,8427
"2802","Chlortoluron","Eawag_XBridgeC18",8.2,27375
"2803","Alachlor","Eawag_XBridgeC18",11.7,2078
"2804","Dicamba","Eawag_XBridgeC18",7,3030
"2805","Ciprofloxacin","Eawag_XBridgeC18",4.5,2764
"2806","Atrazine-desethyl-2-hydroxy","Eawag_XBridgeC18",1.4,107740
"2807","Atrazine-2-hydroxy","Eawag_XBridgeC18",4.4,16553
"2808","5-Chloro-2-methyl-4-isothiazolin-3-one (CMI)","Eawag_XBridgeC18",3.7,33344
"2809","Irgarol-descyclopropyl","Eawag_XBridgeC18",6.7,13019211
"2810","Terbutylazine","Eawag_XBridgeC18",10.1,22206
"2811","Isoproturon-didemethyl","Eawag_XBridgeC18",8,185831
"2812","Isoproturon","Eawag_XBridgeC18",8.7,36679
"2813","Atrazine-desisopropyl","Eawag_XBridgeC18",4.3,13878
"2814","Atrazine","Eawag_XBridgeC18",8.3,2256
"2815","Diuron-desdimethyl","Eawag_XBridgeC18",8.3,16854
"2816","Sulcotrione","Eawag_XBridgeC18",6.8,91760
"2817","Diuron","Eawag_XBridgeC18",8.9,3120
"2818","Diazinon","Eawag_XBridgeC18",13,3017
"2819","Diuron-desmethyl","Eawag_XBridgeC18",8.5,19113
"2820","N,N-Dimethyl-N'-phenylsulfamide","Eawag_XBridgeC18",6.3,78441
"2821","Sulfamethoxazole","Eawag_XBridgeC18",4.6,5329
"2822","N4-Acetylsulfamethoxazole","Eawag_XBridgeC18",5.5,65280
"2823","2-Octyl-3(2H)-isothiazolone","Eawag_XBridgeC18",11.6,33528
"2824","Benzisothiazolone (BIT)","Eawag_XBridgeC18",5.1,17520
"2825","Irgarol","Eawag_XBridgeC18",9.2,91590
"2826","Caffeine","Eawag_XBridgeC18",4,2519
"2827","Isoproturon-monodemethyl","Eawag_XBridgeC18",8.6,182167
"2828","Iodocarb","Eawag_XBridgeC18",8.4,62097
"2829","Terbutryn","Eawag_XBridgeC18",8.5,13450
"2830","Mecoprop","Eawag_XBridgeC18",10.8,7153
"2831","Atrazine-desethyl","Eawag_XBridgeC18",5.6,22563
"2832","3-Phenoxybenzylalcohol","Eawag_XBridgeC18",9.8,26295
"2833","3-Phenoxybenzoic acid","Eawag_XBridgeC18",11.5,19539
"2834","Tebuconazole","Eawag_XBridgeC18",12.8,86102
"2835","Fluconazole","Eawag_XBridgeC18",5.3,3365
"2836","Clotrimazole","Eawag_XBridgeC18",8.8,2812
"2837","N'-(2,4-Dimethylphenyl)-N-methylformamidine","Eawag_XBridgeC18",4.5,36326
"2838","Fluoxetine","Eawag_XBridgeC18",9.2,3386
"2839","Fenofibrate","Eawag_XBridgeC18",15.7,3339
"2840","Fenofibric acid","Eawag_XBridgeC18",12.6,64929
"2841","Antipyrine","Eawag_XBridgeC18",4.6,2206
"2842","N,N-Dimethyl-N'-p-tolylsulphamide","Eawag_XBridgeC18",7.5,738302
"2843","N,N-Dimethylsulfamide","Eawag_XBridgeC18",1.1,134472
"2844","Ioxitalamic acid","Eawag_XBridgeC18",1.3,34536
"2845","Benzothiazole","Eawag_XBridgeC18",6.6,7222
"2846","4,5-Dichloro-2-n-octyl-3(2H)-isothiazolone (DCOIT)","Eawag_XBridgeC18",15.3,91688
"2847","Terbumeton","Eawag_XBridgeC18",6.7,36584
"2848","Terbutylazine-2-hydroxy","Eawag_XBridgeC18",5.6,5151089
"2849","Metolachlor ESA","Eawag_XBridgeC18",7.8,6426849
"2850","Diglyme","Eawag_XBridgeC18",3.2,8150
"2851","Pantoprazole","Eawag_XBridgeC18",6.6,4679
"2852","Venlafaxine","Eawag_XBridgeC18",6.2,5656
"2853","Sulfanilic acid","Eawag_XBridgeC18",0.9,8479
"2854","2-Naphthalenesulfonic acid","Eawag_XBridgeC18",5.2,8420
"2855","2,7-Naphthalenedisulfonic acid","Eawag_XBridgeC18",1.2,66707
"2856","Clindamycin","Eawag_XBridgeC18",6.7,29029
"2857","Oseltamivir","Eawag_XBridgeC18",7,65028
"2858","Oseltamivir carboxylate","Eawag_XBridgeC18",5.1,449381
"2859","Galaxolidone","Eawag_XBridgeC18",14.7,69131857
"2860","Exemestane","Eawag_XBridgeC18",10.1,60198
