"","Pubchem","System","mmass","rt","model_prediction"
"838",6623,"Eawag_XBridgeC18",228.115029756,14,13.2998111979167
"839",6723,"MTBLS20",183.053157781,5.6,2.1306689453125
"840",6736,"FEM_long",131.073499293,34.1,12.2745166015625
"841",6758,"MPI_Symmetry",394.141638436,18.04866667,16.170302734375
"842",6802,"MTBLS36",283.091668551,6.319199828,8.85413248697917
"843",6802,"MTBLS87",283.091668551,9.8,8.85413248697917
"844",6802,"RIKEN",283.091668551,1.08,8.85413248697917
"845",6802,"Cao_HILIC",283.091668551,10.6,8.85413248697917
"846",6802,"LIFE_old",283.091668551,1.263916667,8.85413248697917
"847",6802,"LIFE_new",283.091668551,1.182033333,8.85413248697917
"848",6804,"MTBLS87",363.057998961,14.1,9.48990397135417
"849",6804,"RIKEN",363.057998961,0.44,9.48990397135417
"850",6830,"MTBLS87",522.990659781,16.4,8.53487386067708
"851",6912,"RIKEN",152.068473494,0.17,9.18392903645833
"852",6919,"RIKEN",112.016043994,1.15,7.19102783203125
"853",6919,"MTBLS36",112.016043994,4.457901238,7.19102783203125
"854",6919,"FEM_long",112.016043994,12.7,7.19102783203125
"855",6950,"Eawag_XBridgeC18",240.074621504,13,15.4102018229167
"856",6988,"FEM_long",152.120115134,38.9,13.3394718424479
"857",7017,"UFZ_Phenomenex",170.073164942,25.8,17.287734375
"858",7027,"MTBLS36",178.047738052,2.024647764,9.12464436848958
"859",7027,"OBSF",178.047738052,0.78,9.12464436848958
"860",7124,"LIFE_new",173.047678473,2.864083333,11.8027083333333
"861",7124,"LIFE_old",173.047678473,1.68315,11.8027083333333
"862",7124,"Cao_HILIC",173.047678473,1.9,11.8027083333333
"863",7136,"FEM_long",206.094294314,38.3,12.6174544270833
"864",7322,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",217.988508614,4.193233333,9.04336588541667
"865",7339,"MTBLS87",389.95181466,16.5,7.99847981770833
"866",7362,"FEM_long",96.021129372,12.2,7.62903483072917
"867",7405,"MTBLS36",129.042593095,4.715048448,2.99689046223958
"868",7405,"FEM_orbitrap_plasma",129.042593095,1.375,2.99689046223958
"869",7405,"LIFE_old",129.042593095,0.83595,2.99689046223958
"870",7405,"RIKEN",129.042593095,0.41,2.99689046223958
"871",7405,"MTBLS20",129.042593095,1.1,2.99689046223958
"872",7405,"IPB_Halle",129.042593095,0.687466667,2.99689046223958
"873",7405,"MTBLS20",129.042593095,1.7,2.99689046223958
"874",7405,"LIFE_new",129.042593095,0.730941667,2.99689046223958
"875",7420,"MTBLS38",138.031694053,9.312714043,8.20225504557292
"876",7427,"MTBLS36",342.116211546,1.57597772,7.1488720703125
"877",7427,"MTBLS87",342.116211546,13.6,7.1488720703125
"878",7504,"Cao_HILIC",107.073499293,10.24,8.8576904296875
"879",7533,"Eawag_XBridgeC18",179.061613977,3.6,11.0342659505208
"880",7533,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",179.061613977,3.9061,11.0342659505208
"881",7618,"RIKEN",149.105193351,0.17,0.321309204101562
"882",7894,"FEM_long",87.104799421,6.9,7.2788427734375
"883",7991,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",102.068079564,14.09095,10.9928002929688
"884",8021,"FEM_long",73.089149357,1.68,0.519036153157552
"885",8082,"FEM_long",85.089149357,2.5,2.68038594563802
"886",8083,"Cao_HILIC",87.068413915,10.37,0.772293802897135
"887",8083,"FEM_long",87.068413915,1.4,0.772293802897135
"888",8094,"RIKEN",130.099379692,0.29,13.3053889973958
"889",8094,"FEM_long",130.099379692,36.09,13.3053889973958
"890",8102,"RIKEN",101.120449485,1.21,8.84473795572917
"891",8102,"FEM_long",101.120449485,15.1,8.84473795572917
"892",8113,"Cao_HILIC",105.078978601,11.35,0.640163167317708
"893",8113,"RIKEN",105.078978601,0.16,0.640163167317708
"894",8158,"FEM_long",158.13067982,43.105,15.195009765625
"895",8163,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",170.167065326,4.604166667,17.3609895833333
"896",8181,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",270.255880332,14.07838333,17.9348291015625
"897",8181,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",270.255880332,13.83521667,17.9348291015625
"898",8181,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",270.255880332,13.90746667,17.9348291015625
"899",8181,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",270.255880332,13.76925,17.9348291015625
"900",8181,"FEM_long",270.255880332,56.4,17.9348291015625
"901",8215,"FEM_long",340.334130652,58.7,14.2554915364583
"902",8215,"FEM_lipids",340.334130652,15.8,14.2554915364583
"903",8215,"FEM_orbitrap_plasma",340.334130652,17.74,14.2554915364583
"904",8215,"FEM_orbitrap_plasma",340.334130652,6.66,14.2554915364583
"905",8215,"FEM_orbitrap_urine",340.334130652,18.68,14.2554915364583
"906",8314,"FEM_long",102.068079564,22.2,9.35075520833333
"907",8314,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",102.068079564,14.09095,9.35075520833333
"908",8468,"FEM_orbitrap_urine",168.042258738,6.08,9.80729817708333
"909",8468,"LIFE_old",168.042258738,1.77605,9.80729817708333
"910",8468,"LIFE_new",168.042258738,3.17385,9.80729817708333
"911",8468,"INRA_QTOF",168.042258738,8.52,9.80729817708333
"912",8468,"FEM_orbitrap_plasma",168.042258738,5.6,9.80729817708333
"913",8468,"MTBLS38",168.042258738,9.274154025,9.80729817708333
"914",8468,"Qtof-PFEM",168.042258738,8.52,9.80729817708333
"915",8468,"FEM_long",168.042258738,20.3,9.80729817708333
"916",8582,"MTBLS87",348.047099924,13.1,9.32112874348958
"917",8582,"Cao_HILIC",348.047099924,13.84,9.32112874348958
"918",8582,"RIKEN",348.047099924,0.41,9.32112874348958
"919",8742,"RIKEN",174.05282343,0.25,5.85820597330729
"920",8768,"FEM_long",138.031694058,16.2,9.8938037109375
"921",8871,"RIKEN",95.037113787,0.68,8.07437418619792
"922",8892,"FEM_long",116.083729628,30.885,11.4429248046875
"923",8897,"Cao_HILIC",133.037507717,13.71,1.26982625325521
"924",8977,"MTBLS87",443.024329371,15.5,9.656279296875
"925",9064,"Cao_HILIC",290.07903818,8.63,10.5031103515625
"926",9064,"PFR-TK72",290.07903818,3.19,10.5031103515625
"927",9064,"RIKEN",290.07903818,1.24,10.5031103515625
"928",9294,"Eawag_XBridgeC18",165.115364107,2.9,1.36479573567708
"929",9378,"LIFE_old",182.057908808,1.54435,7.15408365885417
"930",9378,"LIFE_new",182.057908808,2.66345,7.15408365885417
"931",9378,"RIKEN",182.057908808,1.18,7.15408365885417
"932",9700,"Cao_HILIC",322.056601978,11.86,10.1597436523437
"933",9750,"RIKEN",175.095691297,0.18,1.26322743733724
"934",9750,"LIFE_old",175.095691297,0.5747,1.26322743733724
"935",9750,"IPB_Halle",175.095691297,0.45725,1.26322743733724
"936",9750,"LIFE_new",175.095691297,0.469533333,1.26322743733724
"937",9750,"OBSF",175.095691297,0.7,1.26322743733724
"938",9750,"MTBLS87",175.095691297,13,1.26322743733724
"939",10010,"RIKEN",268.05514839,0.23,6.10814412434896
"940",10111,"RIKEN",73.063997239,0.18,1.01658864339193
"941",10133,"LIFE_new",392.292659768,4.606283333,14.5430826822917
"942",10133,"LIFE_new",392.292659768,4.620166667,14.5430826822917
"943",10133,"MTBLS87",392.292659768,3.9,14.5430826822917
"944",10133,"IPB_Halle",392.292659768,10.4909,14.5430826822917
"945",10133,"LIFE_old",392.292659768,3.902433333,14.5430826822917
"946",10133,"FEM_orbitrap_plasma",392.292659768,13.59,14.5430826822917
"947",10133,"FEM_orbitrap_urine",392.292659768,16.34,14.5430826822917
"948",10133,"FEM_lipids",392.292659768,3.2,14.5430826822917
"949",10133,"LIFE_old",392.292659768,3.938633333,14.5430826822917
"950",10229,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",194.073164942,1.557366667,15.7200911458333
"951",10229,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",194.073164942,1.88535,15.7200911458333
"952",10231,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",222.089208936,5.20355,12.9319954427083
"953",10253,"MTBLS20",195.053157781,6.5,9.1380224609375
"954",10256,"FEM_long",145.052763851,25.12,10.354326171875
"955",10256,"LIFE_old",145.052763851,2.274133333,10.354326171875
"956",10256,"RIKEN",145.052763851,1.51,10.354326171875
"957",10267,"MTBLS87",339.996048936,15.5,8.3340625
"958",10393,"FEM_long",138.068079564,17.5,7.58477376302083
"959",10394,"RIKEN",166.062994186,1.38,8.177890625
"960",10413,"LIFE_old",104.047344122,1.072966667,8.93158854166667
"961",10430,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",102.068079564,14.09095,11.0793180338542
"962",10457,"RIKEN",174.089208936,1.4,11.6098527018229
"963",10457,"MTBLS36",174.089208936,9.427090399,11.6098527018229
"964",10467,"FEM_lipids",312.302830524,13.9,15.7201334635417
"965",10467,"FEM_orbitrap_urine",312.302830524,17.24,15.7201334635417
"966",10467,"FEM_orbitrap_plasma",312.302830524,15.48,15.7201334635417
"967",10494,"FEM_orbitrap_plasma",456.360345406,18.86,20.7927376302083
"968",10494,"PFR-TK72",456.360345406,19.2,20.7927376302083
"969",10494,"FEM_lipids",456.360345406,7.5,20.7927376302083
"970",10635,"LIFE_new",290.224580204,4.474333333,17.9956396484375
"971",10659,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",222.089208936,5.20355,12.2628499348958
"972",10685,"FEM_long",161.084063979,26.215,12.3625162760417
"973",10690,"MTBLS20",196.058302738,0.9,9.50166829427083
"974",10690,"MTBLS36",196.058302738,1.606976671,9.50166829427083
"975",10690,"RIKEN",196.058302738,0.17,9.50166829427083
"976",10690,"MTBLS39",196.058302738,2.373776772,9.50166829427083
"977",10690,"MTBLS87",196.058302738,11.4,9.50166829427083
"978",10742,"FEM_long",198.052823422,21.9,10.1752368164062
"979",10742,"LIFE_old",198.052823422,1.788016667,10.1752368164062
"980",10742,"FEM_orbitrap_plasma",198.052823422,5.795,10.1752368164062
"981",10742,"FEM_short",198.052823422,13.78,10.1752368164062
"982",11005,"FEM_lipids",228.20893014,8,18.2828971354167
"983",11146,"FEM_lipids",890.830241252,24.9,16.8684798177083
"984",11163,"Cao_HILIC",132.053492132,14.39,1.23118448893229
"985",11163,"RIKEN",132.053492132,0.16,1.23118448893229
"986",11197,"FEM_lipids",368.36543078,17.8,15.5745426432292
"987",11197,"FEM_long",368.36543078,60.2,15.5745426432292
"988",11197,"FEM_orbitrap_plasma",368.36543078,16.5,15.5745426432292
"989",11266,"LIFE_old",104.047344122,1.3994,7.41444091796875
"990",11333,"RIKEN",342.116211546,0.19,8.67444498697917
"991",11487,"1290SQ",169.089149357,32.671,15.763017578125
"992",11850,"RIKEN",182.07903818,0.16,10.7837906901042
"993",11914,"RIKEN",152.047344122,1.38,9.56219075520833
"994",11970,"RIKEN",152.047344122,1.38,8.04332356770833
"995",12025,"FEM_long",85.052763851,5.9,3.05461669921875
"996",12097,"FEM_long",110.036779436,20.29,8.31414876302083
"997",12122,"FEM_orbitrap_urine",152.047344122,6.03,8.4383251953125
"998",12398,"RIKEN",240.281701152,1.81,19.1459016927083
"999",12473,"LIFE_new",111.032028409,2.609316667,7.88688557942708
"1000",12560,"FEM_orbitrap_plasma",733.461241235,8.66,11.811875
"1001",12560,"MPI_Symmetry",733.461241235,11.22276667,11.811875
"1002",12560,"Eawag_XBridgeC18",733.461241235,8.5,11.811875
"1003",12599,"RIKEN",331.068169717,0.62,3.92031941731771
"1004",12647,"Cao_HILIC",119.058243159,12.6,0.59029047648112
"1005",12647,"RIKEN",119.058243159,0.17,0.59029047648112
"1006",13711,"RIKEN",227.090605919,0.45,1.21486012776693
"1007",13711,"OBSF",227.090605919,1.17,1.21486012776693
"1008",13711,"OBSF",227.090605919,0.73,1.21486012776693
"1009",13711,"Cao_HILIC",227.090605919,10.04,1.21486012776693
"1010",13730,"Cao_HILIC",251.101839307,7.15,2.58796956380208
"1011",13730,"RIKEN",251.101839307,1.07,2.58796956380208
"1012",13804,"MTBLS87",488.107330718,13,1.60125274658203
"1013",13804,"RIKEN",488.107330718,0.2,1.60125274658203
"1014",14052,"Eawag_XBridgeC18",204.183778022,9.6,1.40411020914714
"1015",14180,"RIKEN",334.056601978,0.24,8.989033203125
"1016",15047,"LIFE_new",244.069536126,0.742766667,9.62566813151042
"1017",15047,"LIFE_old",244.069536126,1.15885,9.62566813151042
"1018",16553,"Eawag_XBridgeC18",197.127660123,4.4,1.89700337727865
"1019",17473,"MTBLS87",580.034284934,16.5,8.56786946614583
"1020",17563,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",179.094628665,4.15555,9.09765462239583
"1021",17697,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",226.229665582,13.99043333,20.5366569010417
"1022",18189,"MTBLS20",145.073893223,1.1,8.201904296875
"1023",18189,"MTBLS20",145.073893223,3.1,8.201904296875
"1024",18189,"MTBLS20",145.073893223,3,8.201904296875
"1025",18189,"MTBLS20",145.073893223,1.9,8.201904296875
"1026",18396,"RIKEN",605.077152801,0.27,7.32443196614583
"1027",18519,"MPI_Symmetry",287.115758037,1.13656,9.00274739583333
"1028",20824,"MTBLS36",378.088557008,1.732682973,12.3020865885417
"1029",21236,"RIKEN",131.094628665,0.57,1.97896606445313
"1030",21236,"Cao_HILIC",131.094628665,9.62,1.97896606445313
"1031",22563,"UFZ_Phenomenex",187.062473052,19.2,8.66581787109375
"1032",22563,"Eawag_XBridgeC18",187.062473052,5.6,8.66581787109375
"1033",22880,"LIFE_old",147.053157781,0.579916667,2.5146103922526
"1034",23327,"Cao_HILIC",147.053157781,12.85,0.649522705078125
"1035",23340,"FEM_short",226.084123558,16.06,14.6133333333333
"1036",23340,"FEM_long",226.084123558,24.2,14.6133333333333
"1037",24139,"Cao_HILIC",221.089937217,9.96,11.1493953450521
"1038",25429,"UFZ_Phenomenex",191.069476547,13.7,10.0515836588542
"1039",26879,"Eawag_XBridgeC18",204.072119084,2.9,9.24097005208333
"1040",27476,"LIFE_new",281.112403993,1.625783333,1.67010986328125
"1041",27476,"MTBLS87",281.112403993,11.1,1.67010986328125
"1042",27476,"LIFE_old",281.112403993,1.303733333,1.67010986328125
"1043",29029,"Eawag_XBridgeC18",424.179870573,6.7,9.79627848307292
"1044",31244,"FEM_long",136.0524295,27.1,11.8685432942708
"1045",31401,"FEM_orbitrap_plasma",392.292659768,12.09,14.5430826822917
"1046",31401,"FEM_orbitrap_urine",392.292659768,15.44,14.5430826822917
"1047",31401,"FEM_lipids",392.292659768,2.1,14.5430826822917
"1048",33032,"Cao_HILIC",147.053157781,12.8,0.649522705078125
"1049",33032,"FEM_orbitrap_plasma",147.053157781,0.98,0.649522705078125
"1050",33032,"LIFE_new",147.053157781,0.475266667,0.649522705078125
"1051",33032,"LIFE_old",147.053157781,0.577266667,0.649522705078125
"1052",33741,"UFZ_Phenomenex",263.188529049,16.7,10.12751953125
"1053",33741,"Eawag_XBridgeC18",263.188529049,4.9,10.12751953125
"1054",34755,"RIKEN",398.137239006,0.19,9.40963134765625
"1055",37175,"UFZ_Phenomenex",296.048318494,21.3,13.3640771484375
"1056",41211,"MTBLS38",347.063084339,5.611674903,1.45490529378255
"1057",41211,"RIKEN",347.063084339,0.64,1.45490529378255
"1058",41211,"MTBLS38",347.063084339,5.539409362,1.45490529378255
"1059",42586,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",279.147058165,9.39375,12.0406868489583
"1060",49970,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",184.074896276,1.323616667,8.94070882161458
"1061",54456,"MPI_Symmetry",179.094628665,1.080765,1.28884399414062
"1062",54456,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",179.094628665,4.15555,1.28884399414062
"1063",54687,"Eawag_XBridgeC18",424.246103506,9.2,12.2437158203125
"1064",60198,"Eawag_XBridgeC18",296.177630012,10.1,11.5925651041667
"1065",60750,"Eawag_XBridgeC18",263.071762265,1,1.09594757080078
"1066",60823,"Eawag_XBridgeC18",558.253000445,12.4,18.1198502604167
"1067",60953,"UFZ_Phenomenex",359.149263656,22,12.4086165364583
"1068",60961,"MTBLS36",267.096753929,6.013959622,1.651962890625
"1069",60961,"Cao_HILIC",267.096753929,7.78,1.651962890625
"1070",60961,"LIFE_new",267.096753929,0.857133333,1.651962890625
"1071",60961,"MPI_Symmetry",267.096753929,1.524358333,1.651962890625
"1072",60961,"RIKEN",267.096753929,1.06,1.651962890625
"1073",60961,"IPB_Halle",267.096753929,0.755466667,1.651962890625
"1074",60961,"MTBLS20",267.096753929,1.1,1.651962890625
"1075",60961,"MTBLS87",267.096753929,6.2,1.651962890625
"1076",60961,"LIFE_old",267.096753929,1.341616667,1.651962890625
"1077",60961,"FEM_orbitrap_plasma",267.096753929,1.46,1.651962890625
"1078",61503,"Cao_HILIC",90.031694058,7.45,6.33129842122396
"1079",62275,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",213.101445377,7.1331,2.08679565429687
"1080",62275,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",213.101445377,7.4108,2.08679565429687
"1081",62389,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",225.101445377,1.323616667,9.41217854817708
"1082",64945,"PFR-TK72",456.360345406,19.25,19.00765625
"1083",64956,"RIKEN",103.063328537,0.19,0.782464396158854
"1084",64959,"MTBLS20",284.075684136,4.3,10.3647965494792
"1085",64960,"MTBLS87",164.068473494,9.2,10.4575122070313
"1086",64969,"RIKEN",169.085126611,0.15,0.409685287475586
"1087",65028,"Eawag_XBridgeC18",312.204907394,7,10.0695849609375
"1088",65040,"RIKEN",125.058911861,0.25,5.67167277018229
"1089",65040,"MTBLS20",125.058911861,1,5.67167277018229
"1090",65059,"RIKEN",347.063084339,0.72,10.9813566080729
"1091",65063,"RIKEN",308.040951914,0.4,4.39575398763021
"1092",65064,"FEM_orbitrap_plasma",458.084911418,6.04,11.1945206705729
"1093",65065,"MTBLS87",175.048072403,12.5,8.67680501302083
"1094",65065,"RIKEN",175.048072403,0.31,8.67680501302083
"1095",65065,"MTBLS20",175.048072403,1.1,8.67680501302083
"1096",65110,"MTBLS87",338.062749988,12.7,1.35125681559245
"1097",65110,"RIKEN",338.062749988,0.32,1.35125681559245
"1098",65373,"PFR-TK72",362.172938564,6.86,14.2764973958333
"1099",65999,"Eawag_XBridgeC18",514.236876224,9.2,13.5885807291667
"1100",67678,"OBSF",240.023848262,0.63,6.8478466796875
"1101",67678,"LIFE_new",240.023848262,0.447316667,6.8478466796875
"1102",67678,"LIFE_old",240.023848262,0.5459,6.8478466796875
"1103",68077,"UniToyama_Atlantis",372.120902994,21.951667,15.626259765625
"1104",68077,"INRA_QTOF",372.120902994,13.69,15.626259765625
"1105",68079,"MTBLS36",246.052823422,1.660964377,15.9165657552083
"1106",68144,"LIFE_new",193.073893223,3.3805,9.0140087890625
"1107",68144,"RIKEN",193.073893223,1.36,9.0140087890625
"1108",68310,"LIFE_new",223.084457909,2.678266667,8.93793294270833
"1109",68310,"LIFE_old",223.084457909,1.530783333,8.93793294270833
"1110",68374,"LIFE_new",166.049075456,1.254383333,7.18843994140625
"1111",68499,"LIFE_old",180.053492132,1.346,8.64198486328125
"1112",68841,"FEM_lipids",185.008923505,14.9,1.07177124023438
"1113",68841,"OBSF",185.008923505,0.82,1.07177124023438
"1114",69160,"LIFE_new",182.043990078,1.07905,7.83808024088542
"1115",69726,"MTBLS20",182.043990078,4.1,8.03819254557292
"1116",69726,"LIFE_new",182.043990078,1.270566667,8.03819254557292
"1117",69726,"LIFE_old",182.043990078,1.28035,8.03819254557292
"1118",69726,"MTBLS20",182.043990078,4.2,8.03819254557292
"1119",69867,"FEM_long",161.047678473,25.59,9.5825927734375
"1120",69867,"IPB_Halle",161.047678473,4.7,9.5825927734375
"1121",69867,"MPI_Symmetry",161.047678473,10.48513333,9.5825927734375
"1122",70335,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",174.079312952,2.456483333,8.5147900390625
"1123",70639,"LIFE_old",166.049075456,1.2835,8.45036783854167
"1124",70639,"LIFE_new",166.049075456,1.44605,8.45036783854167
"1125",70652,"MTBLS36",195.089543287,10.68600204,2.01461100260417
"1126",70912,"MTBLS20",173.105193351,6.1,9.56652587890625
"1127",70912,"MTBLS20",173.105193351,5.9,9.56652587890625
"1128",72276,"RIKEN",290.07903818,1.3,10.5031103515625
"1129",72276,"MPI_Symmetry",290.07903818,7.8234,10.5031103515625
"1130",72276,"INRA_QTOF",290.07903818,8.53,10.5031103515625
"1131",72276,"PFR-TK72",290.07903818,3.99,10.5031103515625
"1132",72276,"Qtof-PFEM",290.07903818,8.53,10.5031103515625
"1133",72277,"FEM_orbitrap_plasma",306.073952802,4.86,9.74552978515625
"1134",72277,"MTBLS38",306.073952802,8.977786457,9.74552978515625
"1135",72277,"MTBLS38",306.073952802,8.975471215,9.74552978515625
"1136",72281,"Qtof-PFEM",302.07903818,11.72,14.7563264973958
"1137",72281,"PFR-TK72",302.07903818,9.3,14.7563264973958
"1138",72281,"FEM_orbitrap_plasma",302.07903818,10.115,14.7563264973958
"1139",72281,"INRA_QTOF",302.07903818,11.72,14.7563264973958
"1140",73000,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",163.049409807,0.988083333,8.82848307291667
"1141",73160,"MTBLS39",290.07903818,6.271645922,10.5031103515625
"1142",73323,"RIKEN",364.042014546,0.48,9.6708642578125
"1143",73665,"UFZ_Phenomenex",375.030809892,25.8,12.3356111653646
"1144",73665,"Eawag_XBridgeC18",375.030809892,12.2,12.3356111653646
"1145",73675,"Eawag_XBridgeC18",315.100330438,12.4,14.0467122395833
"1146",73675,"UFZ_Phenomenex",315.100330438,25.6,14.0467122395833
"1147",74563,"LIFE_old",116.047344122,1.619033333,7.38200032552083
"1148",74839,"MTBLS20",207.089543287,6.6,9.00313639322917
"1149",79025,"MTBLS87",180.063388116,12,9.488818359375
"1150",80283,"RIKEN",103.063328537,0.18,0.52294921875
"1151",84029,"Eawag_XBridgeC18",747.476891299,9.7,12.5378531901042
"1152",85782,"LIFE_new",184.037173366,0.828833333,7.11022623697917
"1153",86367,"Eawag_XBridgeC18",225.126597495,9.4,11.4731184895833
"1154",86418,"Eawag_XBridgeC18",255.0523023,4.8,10.1272566731771
"1155",87642,"MTBLS87",767.115208365,11.7,2.13554728190104
"1156",88299,"LIFE_new",198.075290206,0.666383333,7.96219156901042
"1157",89594,"RIKEN",162.115698458,0.47,0.57949940999349
"1158",90806,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",238.193280076,6.999883333,17.4729752604167
"1159",91486,"RIKEN",301.298079497,1.98,15.8973111979167
"1160",91493,"MTBLS87",276.024633148,15,8.07508056640625
"1161",91493,"MTBLS36",276.024633148,1.545187344,8.07508056640625
"1162",91528,"LIFE_old",170.057908808,1.015416667,6.35103963216146
"1163",91528,"LIFE_new",170.057908808,0.8577,6.35103963216146
"1164",91531,"RIKEN",332.052185302,0.7,11.092119140625
"1165",91637,"LIFE_new",193.073893223,3.405016667,9.19400309244792
"1166",91650,"Eawag_XBridgeC18",199.110947431,7.6,11.7981559244792
"1167",92092,"MTBLS36",180.063388116,1.669026342,8.91936360677083
"1168",92105,"LIFE_old",169.085126611,0.531383333,0.792952677408854
"1169",92105,"IPB_Halle",169.085126611,0.407366667,0.792952677408854
"1170",92105,"LIFE_new",169.085126611,0.424883333,0.792952677408854
"1171",92258,"MTBLS20",264.11100701,5.9,9.8478759765625
"1172",92258,"MTBLS20",264.11100701,5.8,9.8478759765625
"1173",92258,"MTBLS20",264.11100701,6,9.8478759765625
"1174",92817,"RIKEN",504.169034976,0.21,1.3638720703125
"1175",92851,"RIKEN",121.019749643,0.15,2.42297627766927
"1176",92904,"FEM_long",205.073893223,24.6,10.8018880208333
"1177",92904,"LIFE_new",205.073893223,3.521083333,10.8018880208333
"1178",92904,"LIFE_old",205.073893223,2.134483333,10.8018880208333
"1179",96373,"MTBLS87",297.107318615,7.1,2.42303405761719
"1180",98490,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",194.073164942,1.88535,15.5538102213542
"1181",98490,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",194.073164942,1.557366667,15.5538102213542
"1182",99478,"RIKEN",147.053157781,0.19,6.6709130859375
"1183",102926,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",210.073952802,2.8643,10.030478515625
"1184",107738,"LIFE_old",217.131408101,1.352083333,11.4202408854167
"1185",107738,"MTBLS87",217.131408101,7.2,11.4202408854167
"1186",107738,"FEM_orbitrap_plasma",217.131408101,1.83,11.4202408854167
"1187",107738,"MTBLS20",217.131408101,3.6,11.4202408854167
"1188",107812,"RIKEN",109.019749163,0.16,1.32210540771484
"1189",107812,"LIFE_new",109.019749163,0.468116667,1.32210540771484
"1190",107812,"LIFE_old",109.019749163,0.576041667,1.32210540771484
"1191",107971,"RIKEN",416.110732224,1.34,11.0416227213542
"1192",107982,"RIKEN",307.214743799,2,15.3410628255208
"1193",108192,"MTBLS20",464.241018128,7.9,11.5314851888021
"1194",112072,"LIFE_new",240.122240398,0.44065,1.04375193277995
"1195",114833,"MTBLS20",466.256668192,8.6,11.4777408854167
"1196",115015,"RIKEN",200.976563719,0.17,6.76505249023437
"1197",115244,"INRA_QTOF",143.094628665,1.03,7.89713053385417
"1198",115244,"MTBLS87",143.094628665,7.9,7.89713053385417
"1199",115244,"Qtof-PFEM",143.094628665,1.03,7.89713053385417
"1200",115244,"LIFE_new",143.094628665,0.542866667,7.89713053385417
"1201",115244,"MTBLS20",143.094628665,1,7.89713053385417
"1202",115245,"LIFE_new",433.319208869,4.611116667,13.64353515625
"1203",115245,"FEM_orbitrap_urine",433.319208869,16.57,13.64353515625
"1204",115245,"FEM_lipids",433.319208869,2.9,13.64353515625
"1205",115245,"FEM_orbitrap_plasma",433.319208869,14.03,13.64353515625
"1206",115245,"FEM_orbitrap_plasma",433.319208869,14.18,13.64353515625
"1207",115245,"LIFE_old",433.319208869,3.558633333,13.64353515625
"1208",117301,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",238.193280076,6.999883333,14.5778499348958
"1209",119258,"MTBLS39",450.116211546,19.75582401,11.847099609375
"1210",121948,"FEM_lipids",402.349780716,1.9,14.7574560546875
"1211",122336,"MTBLS87",422.082541956,14.7,2.30966044108073
"1212",122356,"RIKEN",130.11061308,0.23,2.64888122558594
"1213",122356,"MTBLS20",130.11061308,1.1,2.64888122558594
"1214",122738,"PFR-TK72",578.142426277,3.53,11.0403759765625
"1215",123831,"MTBLS87",202.14297584,20,1.05001729329427
"1216",123912,"RIKEN",260.029718526,0.16,9.75044596354167
"1217",123938,"RIKEN",250.062342258,0.55,1.94536254882812
"1218",124886,"MTBLS39",307.083805981,3.044537447,7.35405924479167
"1219",124886,"OBSF",307.083805981,0.72,7.35405924479167
"1220",124886,"OBSF",307.083805981,0.69,7.35405924479167
"1221",124886,"RIKEN",307.083805981,0.95,7.35405924479167
"1222",127448,"LIFE_new",320.147117744,3.920966667,11.5679541015625
"1223",128973,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",237.086189243,2.693383333,12.3348974609375
"1224",129274,"UFZ_Phenomenex",252.089877638,19.7,10.8940380859375
"1225",145659,"FEM_long",372.120902994,39.3,13.3190315755208
"1226",145742,"MTBLS20",115.063328537,1.1,0.923417765299479
"1227",145742,"IPB_Halle",115.063328537,0.481516667,0.923417765299479
"1228",145742,"RIKEN",115.063328537,0.19,0.923417765299479
"1229",145742,"LIFE_new",115.063328537,0.506216667,0.923417765299479
"1230",145742,"LIFE_old",115.063328537,0.626483333,0.923417765299479
"1231",145742,"Cao_HILIC",115.063328537,10.4,0.923417765299479
